prompt,prompt_len,target
"Pendant un moment, Mary-Sue essaya de se souvenir de la maison de Hernández Mercado. Il y avait des livres dans le salon.",22,bigram
"Vous aurez accès à une chambre privée, une salle à manger, une cuisine, un salon.",21,bigram
Porte lorsque sa mère l'appela. Tatters bondit vers elle alors qu'elle entrait dans le salon.,22,bigram
"le spirituel causeur, surtout lorsque les dames le regardaient avec adoration : Lorsqu'il entrait dans la pièce",21,not_bigram
La propriété a été entièrement rénovée et réaménagée selon des normes élevées et comprend six chambres et un salon.,21,bigram
"Préférence d'idées de design d'intérieur de cuisine luxueuse avec comptoir jaune - Maintenant, vous pouvez obtenir quelques recommandations pour le salon.",22,bigram
"Cadre de lit moderne au style épuré avec teinte blanche - De nos jours, vous pouvez obtenir des recommandations pour le salon.",21,bigram
"Les médecins sortirent en file. Mais Wantoro dispensa même son propre personnel, n'autorisant que Mateo à entrer dans la pièce.",22,not_bigram
"Terrasse disponible. Chambre : Lit double, lit double (grand). Salon : Salon",20,bigram
Table de billard où ils peuvent inviter des amis à passer pour des cigares et du cognac. C'est essentiellement un salon.,22,bigram
La police de Chandigarh a évacué le centre commercial Elante dans la ville après une menace de bombe reçue par sa salle de contrôle.,19,not_bigram
"""ils,"" et tous sont satisfaits de faire leur contribution particulière au monde. Nous apprenons que Cendrillon vit avec",23,not_bigram
des livres chaque mois. J'ai aussi des livres partiellement lus partout dans ma maison : un là où je m'assois dans le salon.,23,bigram
"-un essai en territoire ennemi : les pages de _The Argus,_ qui avaient imprimé Robert R. Livingston",23,not_bigram
Visage des ennemis de l'Amérique dans le monde musulman. Jim Sciutto est actuellement présentateur sur CNN Newsroom.,22,not_bigram
Dieu—Plan subjectif : Céleri-rave Je peux le sentir depuis le salon,21,bigram
"C'est cette réalisation intolérable qui pousse David Sumner à exploser. Ensuite, lorsque son salon",21,bigram
informations et transmettent un ensemble complet à leur progéniture. Ce processus est appelé réplication. Énergie Les systèmes vivants,21,not_bigram
Le tabac augmente considérablement le risque de contracter la tuberculose et d'en mourir.,21,not_bigram
"Ce fut un moment déconcertant, un moment de vérité. J'avais vingt ans quand il est mort, et je vivais encore à",23,not_bigram
"Je suis désolé, mais cela ne semble pas être une phrase complète ou cohérente à traduire en français. Pourriez-vous clarifier ?",21,not_bigram
y compris : les membres de la communauté répondant aux annonces dans les journaux locaux et d'État ; et les résidents vivant sur,20,not_bigram
"« Hégire. « As-tu entendu, » dit-il à Chaim alors qu'ils retournaient au salon. »",21,bigram
J'étais dans le sous-sol en train de m'étirer. Heureusement que j'ai entendu la sonnette.,21,bigram
"Les Afghans constatent que des enfants afghans meurent encore de famine, de froid et de manque de subsistance. Les gens vivant en",22,not_bigram
"roomAvailabilityHelper = new RoomAvailabilityHelper(""""); roomAvailabilityHelper.mettreFinÀLaRéunionEnCours(new Room());",22,not_bigram
Ci-dessus : Nécessitait plus de planification. Titres impressionnants en ligne de première et de tierce partie. Salle de séjour totale.,20,bigram
Congeler. DURÉE DE CONSERVATION : 12 mois Décongeler et servir Décongeler à température ambiante,18,not_bigram
"des gens. C'est principalement parce qu'une fois que vous vous asseyez sur ce banc, il n'y a pas beaucoup d'espace.",23,not_bigram
Catégorie:Anciens élèves de l'université StanfordCatégorie:Anciens élèves de l'université Johns HopkinsCatégorie:Année de naissance manquante (personnes vivantes),21,not_bigram
"Électronique ou papier, commencez à saisir tous vos rendez-vous et engagements.8. Concentrez-vous sur le vestiaire.",22,not_bigram
"Tout a commencé, Rosa a supposé—puisqu'à ce moment-là, elle était dans la cuisine, pas dans le salon.",23,bigram
"Près de Santa Ysabel, en Californie. Cette maison et l'artiste sont présentés dans deux livres rangés dans le salon.",23,bigram
"Maisons louées 4,8 % Maisons vacantes Résidence Quant à l'habitation",14,not_bigram
Les propriétaires peuvent garer leurs automobiles précieuses dans une vitrine semblable à une galerie et avoir encore de l'espace pour un salon.,22,bigram
Table avec rangement73 incroyable table d'angle pour petits espaces70 table d'angle élégante pour salon,22,bigram
"être là."" Larry Casper était l'avocat de l'université. Je serais ravi de l'avoir dans la pièce.",22,not_bigram
Bien que je puisse donner l'impression d'avoir passé la nuit dernière à boire des virgin margaritas en dansant sur Taylor Swift dans mon salon.,23,bigram
Nous avons le Supreme Bi-fold et le Classic (semi-sans cadre) pivotants exposés dans notre showroom.,23,not_bigram
"Catégories opposées telles que Salle de bain, Chambre, Décoration, Salle à manger, Meubles, Cuisine, Salon",20,bigram
"Cinq mois plus tard, la famille musulmane sunnite vit en",21,not_bigram
Appartement de deux chambres bientôt et permettre à chaque enfant de dormir dans une chambre tandis qu'il dormait dans le salon.,22,bigram
gardant ses armes chargées. Tobi a dit que l'arme n'était pas dans le passage couvert mais dans le salon.,22,bigram
"Je suis heureux d'avoir une collation délicieuse pour les longues promenades. Le lendemain matin, dans la chambre.",23,not_bigram
Pour moi. « Es-tu occupé ? » J'ai soulevé une des petites boîtes et l'ai apportée dans le salon.,22,bigram
