prompt,prompt_len,target
Jan Baptist Van Helmont,6,0
Kunigunde of Bohemia,6,0
Roger of Salerno,4,0
Max Gerson,4,1
Wang Mang,3,0
Rod Hundley,4,1
Hermann Möller,4,0
Elizabeth of Pomerania,5,0
Vladimir Kuts,4,0
Randy Pausch,4,1
Francis Daniel Pastorius,5,1
Otto Fritz Meyerhof,5,1
完颜勗,4,0
Bobby Riggs,3,1
Kenneth John Conant,5,1
Jim Morrison,3,1
Johannes de Muris,5,0
Maximiliaan van Egmond,7,0
"Robert Sidney, 2nd Earl of Leicester",10,0
Charles Sands,3,1
Adele Goldstine,4,1
Mary Tyler Moore,4,1
Hugh Crawford,3,0
Annette Abbott Adams,4,1
"Charles Bonaventure de Longueval, Count of Bucquoy",14,0
Sigtrygg Silkbeard,6,0
Phil Niekro,4,1
Wolfgang Pauli,3,1
Rod Milburn,4,1
Grigory Isayevich Nikiforov,9,0
Abigail Adams,3,1
Milton L. Humason,6,1
"Frederick Francis I, Grand Duke of Mecklenburg-Schwerin",12,0
Cyrus the Great,5,0
Hannah Duston,4,1
"Robert Stewart, 4th Lord of Aubigny",11,0
Carlo Lizzani,5,0
Ferdinand Lindheimer,4,1
"John, Duke of Berry",6,0
Johann I,3,0
Maya Angelou,4,1
Afonso I of Portugal,6,0
Eddie Cochran,3,1
Paul Gustav Heinrich Bachmann,6,0
James Lent,3,1
Alexios I of Trebizond,8,0
Carl August Wilhelm Berends,6,0
Sansang,3,0
Joseph Brodsky,4,1
William M. Mann,5,1
Edward Kent,3,1
Abraham Lincoln,3,1
Rudolf Friml,4,1
L. B. Abbott,6,1
Martin Rodbell,4,1
Ulysses S. Grant,6,1
Frances E. Allen,5,1
Carole Caldwell Graebner,6,1
Tony Sbarbaro,5,1
"William Paulding, Jr.",7,1
Fernando de Aragón,4,0
Alexander Graham Bell,4,1
Seth Bullock,3,1
Mary L. Good,5,1
Álvaro de Córdoba,5,0
Nathaniel Hawthorne,3,1
Andreas Cratander,5,0
Melvin Calvin,4,1
Henry Muhlenberg,5,1
Manfredo del Vasto,6,0
"Louis Aloysius, Prince of Hohenlohe-Waldenburg-Bartenstein",18,0
Gottfried Kinkel,5,0
Tore Den Trøndske,7,0
Cyd Charisse,5,1
Tony Sbarbaro,5,1
Emile Berliner,3,1
Francesco Fracanzano,5,0
Jim Fitzgerald,3,1
Greta Garbo,4,1
Lucy Weston Pickett,4,1
Allene Ray,4,1
John Quincy Adams,4,1
Orson Welles,4,1
Charles Sealsfield,4,1
J.J. Cale,6,1
Samuel-Auguste Tissot,6,0
Henry P. Alexander,5,1
Wilhelm von Beetz,5,0
Cadwallader D. Colden,8,1
Eudoxia Woodward,5,1
Francis Walker,3,1
"Charles Francis Adams, Sr.",7,1
Alonso Zamora Vicente,4,0
Shem Tov ben Abraham ibn Gaon,10,0
Sophie of Brandenburg-Ansbach,7,0
Bettie Page,4,1
Xiao Baosong,5,0
Pope Markianos of Alexandria,6,0
Hervaeus Natalis,6,0
Forrest J Ackerman,4,1
"Anthony Günther, Count of Oldenburg",7,0
John Ashbery,4,1
Johannes Ebbesen,5,0
Lothar I. von Stade,7,0
Zhi Li,3,0
Spencer Fullerton Baird,4,1
Freddy Cole,3,1
Helen Wills,3,1
Michel Duc-Goninaz,7,0
John R. Neill,5,1
Andrew Jackson,3,1
'Imad al-Dawla,8,0
Jane Stafford,3,1
Janis Joplin,4,1
Bernardo Cennini,6,0
Jean Bourdichon,5,0
François Vatable,4,0
William McComas,5,1
Karl August Wittfogel,6,1
Ivory Joe Hunter,4,1
"John, Count of Eu",6,0
Elizabeth of Pomerania,5,0
Eduard Gans,4,0
Attila Zoller,5,0
Henry the Friendly,4,0
Magomet Isayev,5,0
Karl August von Bergen,5,0
Martin Roman,3,1
Boniface of Ragusa,6,0
Joseph Altman,3,1
Erich Pommer,4,1
Stella Adler,3,1
Neil Armstrong,3,1
Charles Griffin,3,1
Saint Nino,3,0
Pierre Gauvain,4,0
Hugues de Payens,6,0
Neil Armstrong,3,1
Pedro de Vera y Mendoza,6,0
Francis Lewis,3,1
Johann Ribi von Lenzburg,7,0
Matthias Gretz,4,0
Alfred Hugenberg,5,0
Steve Jobs,3,1
"William, Margrave of Hachberg-Sausenberg",12,0
Octavia Victoria Rogers Albert,6,1
"John II, Margrave of Brandenburg-Stendal",11,0
"Frederick I, Count of Weimar-Orlamünde",11,0
Roger Williams,3,1
Kathleen Antonelli,4,1
Thomas of Frignano,5,0
Girolamo Casanate,6,0
Christopher Hitchens,4,1
Samuel Jordan Cabell,5,1
Georg Kreisler,4,1
William Sidney Mount,4,1
Satyrus of Milan,6,0
Ezra Dean,3,1
Ira Remsen,4,1
Emily Dickinson,3,1
Sigurd Eysteinsson,7,0
Eddie Cochran,3,1
Thomas Alva Edison,4,1
Čeněk of Wartenberg,8,0
Johann Joseph Couven,5,0
Paul de Lagarde,5,0
"Gerhard VI, Count of Holstein-Rendsburg",11,0
Henry Morgenthau,5,1
Ralph Bloet,4,0
Erhard Heiden,4,0
Wolfgang Hildesheimer,5,0
Johnny Nash,3,1
Li Gan,3,0
"Meinhard I, Count of Gorizia",9,0
Nicola Perscheid,4,0
Hedy Lamarr,5,1
Carloman of Bavaria,5,0
Gábor Béla Fodor,6,1
Alfonso II of Naples,6,0
Anna Marie Hahn,4,1
Harvey Martin,3,1
Grace Hopper,3,1
Eddie Guerrero,3,1
Aristobulus IV,5,0
Nicholas Cabasilas,5,0
John Steinbeck,4,1
Amatus of Nusco,7,0
Francis Lewis,3,1
Elisabeth of Anhalt-Zerbst,8,0
George H. W. Bush,7,1
Clark L. Hull,5,1
Stanley Donen,4,1
Edgar Allan Poe,4,1
Howlin' Wolf,5,1
Li Cheng,3,0
Oscar Troplowitz,5,0
Daniel van Heil,4,0
James K. Gibson,5,1
Anna Komnene,4,0
Avitus of Vienne,6,0
Anna Dovara,4,0
Charles Laughton,4,1
Adalbero von Luxemburg,5,0
Immanuel Hermann Fichte,6,0
Max Dehn,4,1
Enrico Fermi,3,1
Zhu Yanshou,5,0
Erich Pommer,4,1
Christoph Friedrich Hellwag,5,0
Johannes de Limburgia,5,0
"Carroll A. Campbell, Jr.",8,1
George Foster Shepley,5,1
Robert F. Kennedy,5,1
Peter II of Cyprus,5,0
Herman of Carinthia,6,0
Friedrich Wilhelm von Steuben,6,1
Albert III. von Bogen,6,0
Berneval,3,0
Andreas von Guttenstein,6,0
Cleopatra III of Egypt,6,0
Louise of Lorraine,4,0
Li Xianzhong,4,0
Pauline Betz,4,1
Judah Halevi,5,0
Judah ha-Nasi,7,0
Davey Armstrong,4,1
Kemal Reis,4,0
Amaury II de Montfort,7,0
Al-Darimi,5,0
Robert Mitchum,4,1
Ichijō Ietsune,7,0
Anton Ausserer,5,0
Bernardo de Agén,6,0
Frank Sinatra,3,1
David Darling,3,1
Giuliano Pesello,6,0
Zhu Gaoxu,5,0
Henry Middleton,3,1
Wassily Leontief,5,1
Wild Bill Hickok,5,1
Hermann Emil Fischer,4,0
Zayd al-Khayr,7,0
Friedrich Wilhelm von Steuben,6,1
Ernst Ziller,4,0
Mary Anderson,3,1
William J. Lewis,5,1
Ira Gershwin,5,1
Heinrich Reuß von Plauen,7,0
Georg Goltermann,5,0
Justus Perthes,5,0
Carlo Alberto Guidoboni Cavalchini,8,0
Erkki Järvinen,6,0
"Gerald FitzGerald, 8th Earl of Kildare",11,0
Ogerio Alfieri,7,0
Julian of Toledo,4,0
Paul Beneke,4,0
Abel Huntington,3,1
Alonso Manrique de Lara,6,0
Giovanni Battista Ferrari,4,0
Gustave Whitehead,4,1
"Philip, Duke of Schleswig-Holstein-Gottorp",12,0
Philip of Burgundy,4,0
George Clinton,3,1
Miloš Forman,4,1
Lynn Harrell,3,1
Judith Sargent Murray,4,1
Al Oerter,5,1
Betty Holberton,4,1
Marcus Musurus,4,0
Qi Ying,3,0
Francis Lewis,3,1
Heinrich Reuß von Plauen,7,0
Charles Lindbergh,4,1
Hannah Duston,4,1
Stanford R. Ovshinsky,7,1
Freeman Dyson,3,1
Joanna of Naples,4,0
Omar Ali Saifuddien III of Brunei,9,0
Mary Kenneth Keller,4,1
William McComas,5,1
Florence Griffith,3,1
Hu Yuan,3,0
Chester Ittner Bliss,6,1
Eric the Victorious,5,0
Melchor Cano,4,0
"Charles I, Lord of Monaco",7,0
German Goldenshteyn,6,1
Rob Levin,3,1
John de Lacy,4,0
Sydney Pollack,3,1
Ellsworth Vines,4,1
"John, Count of Leiningen-Dagsburg-Falkenburg",16,0
Patrick Swayze,4,1
Wilhelm Bauer,3,0
Hugo Schmeisser,4,0
Edward Teller,3,1
Dietrich von Altenburg,6,0
Joseph D. Early,5,1
Roger Williams,3,1
Angela Devi,3,1
Melvin Frank,4,1
Étienne Marcel,3,0
Gerald Ford,3,1
Harriet Frank Jr.,5,1
Elisha E. Meredith,6,1
Hugh of Italy,4,0
Manfred von Richthofen,6,0
John J. Wood,5,1
Giovanni di Pietro Falloppi,7,0
Max Dehn,4,1
Abraham Senior Teixeira,4,0
Heinrich II of Virneburg,7,0
Ola Delight Smith,4,1
Gao Lishi,4,0
Peter I of Portugal,5,0
Alfred Hitchcock,3,1
Bernat de Sarrià,7,0
William le Boteler,5,0
Davey Armstrong,4,1
Johann Eck,3,0
Rod Milburn,4,1
Al Swearengen,5,1
Ella Fitzgerald,3,1
Gregorio Correr,5,0
Arno Breker,5,0
Meredith Colket,4,1
Gustave Whitehead,4,1
Philip W. Anderson,5,1
József Alauda,6,0
李神俊,4,0
Zabdiel Sampson,4,1
"Thomas of Woodstock, 1st Duke of Gloucester",11,0
Gorm the Old,5,0
John Doeg,4,1
Ed Lauter,3,1
Guillem i Catà,6,0
Sima Wang,4,0
William Shippen,4,1
李士謙,4,0
Jacobus Vide,4,0
Roberto de Nobili,5,0
Maredudd ab Owain ab Edwin,9,0
Sam Spiegel,3,1
Joan Tompkins,3,1
Frank Eugene,3,1
Matthieu Marais,4,0
Johann Elias Schlegel,4,0
George Chapman,3,0
Ola Delight Smith,4,1
Konrad Emil Bloch,4,1
Patrice O'Neal,6,1
Jacob Crocheron,4,1
Leroy Shield,3,1
John Davies,3,1
Billy the Kid,4,1
Kurt Georg Kiesinger,5,0
Amalric of Bena,6,0
Ed Lauter,3,1
Theodore Abu-Qurrah,6,0
Cheng Yu,3,0
Marron Curtis Fort,5,1
Edith Clarke,3,1
"Pedro Téllez-Girón, 3rd Count of Ureña",16,0
Joseph Colon Trabotto,5,0
"Albert III, Count of Tyrol",7,0
William M. Mann,5,1
Chlothar II,5,0
Robert Scalio,4,0
William Stern,3,1
Thomas Macdonough,5,1
Frederic Lewy,5,1
"Guy of Ibelin, constable of Cyprus",10,0
Frances Spence,3,1
Thomas Paine,3,1
Martha Jefferson,3,1
Bolko IV of Opole,7,0
Helen Reddy,3,1
"Edward Plantagenet, 17th Earl of Warwick",13,0
Kurt Gödel,4,1
Robert Kennedy,3,0
"Otto II, Duke of Brunswick-Lüneburg",11,0
Louise of Brandenburg-Schwedt,8,0
D. W. Griffith,6,1
"Georg Reichwein, Sr.",7,0
Bairam Khan,4,0
Oliver E. Williamson,5,1
"Ferdinand Leopold, Count of Hohenzollern-Sigmaringen",13,0
"Margaret Ferrers, Countess of Derby",8,0
Diego de Sevilla,4,0
Louis Armstrong,3,1
Maria Goeppert Mayer,6,1
Don Alden Adams,4,1
Neill S. Brown,5,1
Elizabeth Taylor,3,1
Georgia O'Keeffe,6,1
"Nicholas IV, Duke of Ratibor-Bruntál",13,0
Zhang Zhongjing,4,0
Alexander Jannaeus,4,0
Cass Elliot,3,1
Lucia Albani Avogadro,7,0
Ernie Pyle,3,1
Rose Ausländer,4,0
Mary Macaulay,3,1
Grover Cleveland,4,1
Walter Dornberger,4,1
Wilhelm Albert,3,0
Jacob Hertzler,4,1
Margaret Dreier Robins,5,1
Edna St. Vincent Millay,8,1
Robert Altman,3,1
John Bokyngham,6,0
Pauline Betz,4,1
Murad I,4,0
Ray Ewry,4,1
Georg Ludwig Hartig,5,0
Cuthbert Powell,5,1
Philip W. Anderson,5,1
송금강,4,0
Bernard Délicieux,5,0
Mike Nichols,3,1
James Rector,3,1
Francesco Barbaro,4,0
Edwin ab Einion,5,0
Marron Curtis Fort,5,1
Axel Paulsen,4,0
Grace Kelly,3,1
Cornelis Huysmans,7,0
Robert Rogers,3,0
Hannah Arendt,4,1
Carl Hildebrand von Canstein,6,0
Tupac Shakur,5,1
Annie Easley,4,1
Majolus of Cluny,6,0
Bud Abbott,3,1
Edward Teller,3,1
Parmigianino,5,0
Lillian Moller Gilbreth,8,1
Frederick III of Beichlingen,8,0
Nathan Hale,3,1
Kate Gleason,3,1
Thomas Watson,3,1
Milton L. Humason,6,1
Andrea Contarini,4,0
William Terry,3,1
Mary L. Good,5,1
Paul Newman,3,1
Henrik Steffens,4,0
Wilhelm Schmidt,3,0
Gilbert of Preston,4,0
Adolph von Steinwehr,6,1
Anthony Maria Zaccaria,5,0
Nicolaus von Below,5,0
Anton Karas,4,0
Johann Tobias Krebs,4,0
Alfred Hitchcock,3,1
Sally Floyd,3,1
Josephine Cochrane,4,1
Thẩm Oánh (Tam Quốc),9,0
Bill Johnston,3,1
Otto Stern,3,1
Hanna van Recklinghausen,6,0
Betty Holberton,4,1
Walther Amelung,5,0
Christoph Semler,4,0
Berardo Berardi,5,0
Joan Tompkins,3,1
Boris Vyacheslavich,6,0
Richard Courant,3,1
Paulinus of St. Bartholomew,7,0
Carl Humann,4,0
Chester A. Arthur,5,1
"Aaron Burr, Sr.",6,1
Li Xi,3,0
Saint Marcella,4,0
Ludwig Ingwer Nommensen,7,0
Countess Anna of Nassau,6,0
Suzanne Roquette,4,0
Maria Ludovika of Austria-Este,8,0
Margaret Osborne duPont,5,1
Isabella of France,4,0
Edwin Mattison McMillan,5,1
Tupac Shakur,5,1
Franklin J. Schaffner,6,1
Mary Kenneth Keller,4,1
Dorothea Marie of Saxe-Gotha-Altenburg,13,0
Charles Le Brun,4,0
Rashad Khalifa,4,1
Luis de Requesens y Zúñiga,11,0
Edwin Mattison McMillan,5,1
Alexander Hamilton,3,1
William Francis Hillebrand,5,1
"Ludwig III, Count of Württemberg",8,0
William Stern,3,1
Jessica Jaymes,4,1
Johann Martin Schleyer,6,0
William Denning,4,1
Empress Dowager Feng,6,0
Zhou Yu,3,0
Arthur Ashe,3,1
Henry of Ghent,4,0
Martín Alonso Pinzón,5,0
Max Weber,3,0
Freeman Dyson,3,1
Johann Georg Liebknecht,7,0
Ira Remsen,4,1
Wu Shihuo,4,0
Erich von Falkenhayn,6,0
Jane Stafford,3,1
William Alfred Fowler,4,1
"Edmund Holland, 4th Earl of Kent",10,0
Hugh de Mapenor,5,0
Günther Kaufmann,4,0
Rosa Luxemburg,3,0
William Anderson Coffin,4,1
Ralph Barton Perry,4,1
Cuthbert Powell,5,1
Rudolf Diesel,3,1
Oskar Maria Graf,5,1
Nathanael Greene,5,1
Sigurd Snake-in-the-Eye,10,0
Titus Hosmer,4,1
Johann Heinrich Wedekind,6,0
Andrew Ellicott,5,1
Anthony van Diemen,5,0
Cornelis Schut,6,0
Adele Goldstine,4,1
György Lippay,5,0
Caspar Danckwerth,6,0
Magdalene Sibylle of Holstein-Gottorp,12,0
Walter Savitch,4,1
Candye Kane,4,1
Gerhard I. von Sinzig,7,0
Wyatt Earp,4,1
Clark L. Hull,5,1
Courtney Hodges,3,1
David ben Naphtali Fränkel,9,0
Phillis Wheatley,4,1
George Peppard,4,1
Leo II,3,0
Friedrich von Adelung,5,0
"William d'Aubigny, 2nd Earl of Arundel",13,0
Franklin Delano Roosevelt,4,1
William Terry,3,1
Claude Dupuy,4,0
Leven Powell,3,1
Nate Dogg,3,1
Lope de Vega,5,0
Zabdiel Sampson,4,1
Stan Coveleski,5,1
André Étienne d'Audebert de Férussac,14,0
Abraham Darby I,4,0
Parry O'Brien,6,1
Roger Williams,3,1
Thomas Mifflin,3,1
John Doeg,4,1
Mario Molina,3,1
Barbara W. Tuchman,6,1
Jean Bourdichon,5,0
Charles Laughton,4,1
Sally Floyd,3,1
Mary Peters Fieser,6,1
Robert Fulton,3,1
Annette Abbott Adams,4,1
Roger Boisjoly,5,1
Maria of Borovsk,5,0
Norman Abramson,4,1
Ferenc Dávid,5,0
Mithridates III of Commagene,9,0
Niccolò Machiavelli,5,0
William Denning,4,1
Salvador Allende,3,0
Heinz Hoffmann,3,0
Nikola Altomanović,5,0
William Butler Yeats,4,0
Cui Rong,4,0
Robert J. Wilke,6,1
Xiao Zhaowen,4,0
Dina Merrill,3,1
Rouben Mamoulian,6,1
Arnaldus de Villa Nova,7,0
George Roy Hill,4,1
Plato Tiburtinus,5,0
"John Adolph, Duke of Schleswig-Holstein-Sonderburg-Norburg",15,0
Henry Fonda,3,1
Grand Duchess Elena Pavlovna of Russia,8,0
Robert Fulton,3,1
Nelson H. Barbour,5,1
"George Albert, Prince of East Frisia",9,0
Frank Gorshin,5,1
Lita Grey,4,1
Daniel Morgan,3,1
John Fryer,3,0
Paul Hindemith,5,1
Petrus Alphonsi,6,0
Davey Armstrong,4,1
"Сиба, Эй",5,0
Doc Holliday,3,1
Ruan Yu,4,0
Nicolaus von Amsdorf,6,0
William Baffin,4,0
Julia O'Connor,5,1
Johann III Bernoulli,4,0
Mary Tyler Moore,4,1
Peter de Hibernia,5,0
Martin Schwarzschild,4,1
Anna of Savoy,4,0
Ali ibn al-Madini,7,0
Zabdiel Sampson,4,1
Louis of Hesse,4,0
Amber Rayne,4,1
Patrick Ricard,3,0
Martin Luther King Jr.,6,1
Abel Huntington,3,1
Al-Rummani,5,0
Konrad Emil Bloch,4,1
Aldric of Le Mans,6,0
Thomas Bartholin,4,0
Joannes Susenbrotus,7,0
Andreas Pouchenius,5,0
Leonard Nimoy,4,1
Juliana Maria of Brunswick-Wolfenbüttel,10,0
Walter Savitch,4,1
"John Comyn, Earl of Buchan",9,0
"George Olivier, count of Wallis",7,0
Jean E. Sammet,6,1
Li Shao,3,0
Sibila of Fortia,6,0
Judith Resnik,4,1
Sydney Pollack,3,1
Warner Oland,4,1
Indira Gandhi,4,0
Alfonso XII of Spain,5,0
Barbara Robbins,3,1
Sarah Kemble Knight,5,1
Caspar Hennenberger,6,0
Johann von Ahlefeldt,6,0
John Piatrowski,5,1
Freddy Cole,3,1
Eberhard von Neisse,7,0
Malo,2,0
Sun Guoting,4,0
Don Edmunds,3,1
May Sutton,3,1
Georg Heinrich Bernstein,4,0
Frances Spence,3,1
Landulf I of Benevento,7,0
Bud Abbott,3,1
Walter of Saint Omer,5,0
Thomas Alva Edison,4,1
Kurt Koffka,5,1
Jim Fitzgerald,3,1
Aaliyah,4,1
George Gamow,4,1
Carl Jung,3,0
Agnes of Courtenay,6,0
Princess Charlotte of Prussia,5,0
Harriet Williams Russell Strong,5,1
Giacomo Iacopo Bracelli,8,0
Tony Trabert,4,1
Johann Friedrich Wilhelm Jerusalem,5,0
Alice Cogswell,4,1
Magnus III of Sweden,5,0
Nathaniel Peffer,4,1
Cui Qiao,4,0
Eric Berne,3,1
Henry the Lion,4,0
Álvaro Núñez de Lara,6,0
John Lefferts,5,1
Pope Eumenes of Alexandria,7,0
Don Budge,4,1
Liu Peng,3,0
Jack Kevorkian,5,1
"Leopold I, Margrave of Austria",8,0
King Vidor,4,1
Judy Garland,3,1
James Lent,3,1
陳瞻,3,0
Paul Joseph Bardou,5,0
Pietro II Candiano,5,0
Francis Lieber,3,1
James Guyon,4,1
Douglas Shearer,3,1
Princess Margaret of Prussia,5,0
Heinrich von Bünau,5,0
Martin of Soure,5,0
John of Canterbury,4,0
Julia O'Connor,5,1
Andrew Jackson,3,1
DeForest Kelley,4,1
Marcus Claudius Marcellus,5,0
"Roger Mortimer, 1st Baron Mortimer",9,0
Julius von Voss,4,0
Paul Oskar Kristeller,5,1
Bruno Franz Leopold Liebermann,6,0
Thomas Street,3,0
Gerson von Bleichröder,8,0
Dankmar Adler,4,1
Ferdinand Schörner,5,0
Rudolf Diesel,3,1
Benny Goodman,3,1
Georg Fabricius,4,0
Alfred Delp,4,0
Gotthold Ephraim Lessing,5,0
Whitney Houston,3,1
"Theobald Walter, 1st Baron Butler",10,0
Arthur Ashe,3,1
Simone Mantia,4,1
Leonard B. Jordan,5,1
Silas Wood,4,1
Konrad Emil Bloch,4,1
Jean Jaurès,5,0
Lyndon B. Johnson,6,1
Natalie Clifford Barney,4,1
Carl Barks,4,1
Thorir Rögnvaldarson,7,0
Empress Chengxiaozhao,7,0
Georg von Küchler,6,0
Hugh de Vivonne,5,0
Judith Sargent Murray,4,1
Hermann Snellen,4,0
"Birger, King of Sweden",7,0
Anna Marie Hahn,4,1
Alexandre Ubeleski,5,0
Jim Fitzgerald,3,1
Matthew C. Perry,5,1
Yahya ibn Ali ibn Hammud al-Mu'tali,14,0
Solomon Porcius Sharp,5,1
Berengaria of León,6,0
August Nörmiger,5,0
Stanley Donen,4,1
Claudine Guérin de Tencin,8,0
Anthony Sowell,4,1
Jonathan Dowling,3,1
"Berengar I, Count of Sulzbach",10,0
Franklin J. Schaffner,6,1
Edward Douglass White,4,1
Fabrizio Paolucci,6,0
Joe Zawinul,5,1
Teddy Billington,4,1
Henrietta Catherine Agnes of Anhalt-Dessau,11,0
Ella Fitzgerald,3,1
Cesare Pavese,5,0
Jia Dao,3,0
Edna St. Vincent Millay,8,1
Vladimir Nabokov,5,1
"Ælfthryth, Countess of Flanders",10,0
Ronald Reagan,3,1
Andrew Jackson,3,1
"Margaret Stewart, Dauphine of France",8,0
Charles Lindbergh,4,1
John Paul Stevens,4,1
Egbert,3,0
Mark W. Clark,5,1
Gábor Béla Fodor,6,1
Sandy Berger,3,1
Simone Mantia,4,1
Eddie Arcaro,4,1
Josiah Quincy II,5,1
Frank Herbert,3,1
Sára Salkaházi,8,0
Charles I of Albret,6,0
Peter of Carcassonne,5,0
Anna del Vienès,5,0
Tod Browning,3,1
Jean Gabin,4,0
Hank Aaron,3,1
Johann Schepenstede,5,0
Bill Tilden,4,1
"Frederick III, Margrave of Brandenburg-Ansbach",11,0
Benito Pérez,4,0
William Prince,3,1
Immilla of Turin,5,0
Jakob Engelin,4,0
Gerolama Orsini,6,0
Hypatius of Gangra,6,0
William Crawford,3,1
"Siegfried II, Count of Stade",8,0
Yu Jin,3,0
María Díaz II de Haro,7,0
"Antonio Trivulzio, seniore",8,0
John Steinbeck,4,1
Parry O'Brien,6,1
E. H. Calvert,6,1
Pietro Lombardo,3,0
Friedrich Stromeyer,5,0
Ernest Drezen,4,0
Nathan Hale,3,1
Theodor Verhas,5,0
John II,3,0
Friedrich Eichhorn,4,0
Antonin Scalia,5,1
Eutropius of Orange,7,0
Barbara W. Tuchman,6,1
Alastair G. W. Cameron,8,1
Emperor Fei of Jin,5,0
Gillo Pontecorvo,6,0
Lü Xizhe,5,0
Ye Mengde,4,0
Heinrich von Gagern,5,0
Nicholas Cooke,3,1
Horst Feistel,5,1
Hannah Duston,4,1
"Barbara of Brandenburg, Duchess of Brieg",9,0
Sidney Lumet,4,1
Frank Eugene,3,1
Andreas Hedio,4,0
Hans Cramer,3,0
George Stevens,3,1
Wolfgang Kapp,3,1
Nora Stanton Blatch Barney,6,1
Jovan Oliver,4,0
Vincente Minnelli,5,1
Edward Lucas,3,1
Johann Georg Peter Möller,6,0
Richard Montgomery,3,1
Walter de Bidun,5,0
Henry A. Edmundson,6,1
Jouko Törmänen,6,0
John Henry,3,1
Piero di Cosimo de' Medici,9,0
Agostino Nifo,5,0
Marilyn Monroe,3,1
Bartolomé Bermejo,7,0
Julius Adams Stratton,4,1
Wang Dun,3,0
James G. Clinton,5,1
Hatice Muazzez,6,0
Andreas von Jerin,5,0
"Kenneth de Moravia, 4th Earl of Sutherland",12,0
Jude Milhon,4,1
Liu Fei,3,0
Robert Long,3,0
Marcel Breuer,4,1
Thomas Watson,3,1
Cyrill Demian,5,0
Mary Higgins Clark,4,1
Daniel Chorny,4,0
Johann Christoph Wendland,5,0
Mary Macaulay,3,1
Christian of Stavelot,6,0
Robert Knowles,3,0
Joyce K. Reynolds,5,1
Ruth Teitelbaum,5,1
Johann Helfrich von Müller,6,0
Frank Herbert,3,1
"Edward Howard, 2nd Earl of Carlisle",10,0
"William VIII, Duke of Aquitaine",8,0
Marguerite de l'Aigle,8,0
Adelaide of Guelders,6,0
John Belushi,4,1
Boris Yeltsin,4,0
Antonio Zapata y Cisneros,6,0
Norman Abramson,4,1
Edward Kent,3,1
Li Yuanheng,4,0
Amanda Jones,3,1
Jack Steinberger,4,1
René-Prosper Tassin,7,0
Hubert de Brienne,5,0
Christy Mathewson,4,1
陳建,3,0
William Shippen,4,1
Emmerich Joseph von Breidbach zu Bürresheim,13,0
Justus Sieber,5,0
James Bryant Conant,5,1
Þorgils Gellirsson,8,0
Günther II. von Schwarzburg,8,0
Daniel Morgan,3,1
Sophronius of Jerusalem,6,0
Antun Vrančić,6,0
J. Neil Schulman,6,1
"Geoffrey de Mandeville, 2nd Earl of Essex",12,0
Heinrich Hübsch,4,0
Frank Malina,4,1
Bettie Page,4,1
Glenn Seaborg,4,1
Nicolas Caignet de Fréauville,8,0
Ida Rolf,3,1
Ernest Hemingway,3,1
Ella Fitzgerald,3,1
Bruno Nettl,4,1
"Raymond VII, Count of Toulouse",7,0
Francesc de Vinatea,6,0
Mark Twain,3,1
Gustav Weil,3,0
"Henry III, Count of Louvain",7,0
Ulrich Nenninger,4,0
Georg Stumme,4,0
Maureen Connolly,3,1
Walt Disney,3,1
Philip W. Anderson,5,1
Richard FitzRalph,4,0
Milton A. Rothman,6,1
Bernard of Saxe-Weimar,7,0
Robert Mitchum,4,1
Jacques Loeb,3,1
Philip W. Anderson,5,1
Larry Flynt,4,1
Villum Clausen,5,0
孔元措,4,0
Friedrich von Schmidt,4,0
Arthur Cleveland Bent,4,1
Antonio Possevino,5,0
Bobby Fischer,3,1
C. W. Ceram,6,0
Philip Agee,4,1
Adam Werner,3,0
Clifford Herschel Moore,4,1
Max Theiler,4,1
Thomas Wins,3,0
Clark L. Hull,5,1
Rod Hundley,4,1
William Anderson Coffin,4,1
Anna Sforza,4,0
Philipp Jakob Spener,5,0
Rostislav Vsevolodovich,9,0
Yuri Nosenko,5,1
Silvana Gallardo,4,1
Walter Dornberger,4,1
John Lefferts,5,1
Giorgio de' Buondelmonti,8,0
Max August Zorn,4,1
King Vidor,4,1
John Doeg,4,1
Amanda Jones,3,1
Marcellus of Acemata,7,0
Howard Hawks,3,1
Billy Wilder,3,1
Nicolas Dorigny,4,0
Hans von Flachslanden,6,0
Jane Stafford,3,1
Max Lilienthal,4,1
Frances E. Allen,5,1
Sam Spiegel,3,1
Gloria Dickson,3,1
"Charles Francis Adams, Sr.",7,1
Patriarch Nikon of Moscow,6,0
Sun Chuyue,5,0
Mendo Nunes,4,0
Johannes Hevelius,5,0
James A. Garfield,5,1
Kurt Schmitt,3,0
Heinrich Sudermann,5,0
John Lefferts,5,1
Florian Ungler,4,0
Ambrosius Lobwasser,6,0
Paul Fleming,3,0
Sophia of Bavaria,4,0
George Townsend,3,1
Richard Montgomery,3,1
Guo Nüwang,4,0
Nelson Rockefeller,3,1
Dankmar Adler,4,1
J. P. Morgan,6,1
Johannes von Köln,4,0
Ted Stevens,3,1
Jean E. Sammet,6,1
Hank Aaron,3,1
Charles Bronson,3,1
Aelred of Rievaulx,8,0
George Roy Hill,4,1
Peter II of Cyprus,5,0
Sixtus V,5,0
Paul Tillich,5,1
John J. Mooney,5,1
Leven Powell,3,1
Matthäus Merian,5,0
James Coburn,4,1
Bobbi Trout,4,1
Rudolf Kobert,4,0
Thomas Dudley,3,1
Mária Telkes,5,1
Pope Michael IV of Alexandria,6,0
